text,label
"Please retest wafer #21 with other tester or PC
Soft bin list: 1000-1002,1501,2102-2621",__label__RetestOffline
"Please retest wafer #01-15,17-23 with other tester or PC
Soft bin list: 1000-1002,1501,2102-2621",__label__RetestOffline
"Please retest wafer #20 with other PC or tester
Soft bin list: 1003-1102,2139-2355",__label__RetestOffline
"Please retest Bin5,10,22 for w#18,19,23 on other tester and P/C.
Ps: Don’t use tester TS677.",__label__RetestOffline
"Please retest Bin19 for w#13,15,19,24 on other tester and P/C.
Ps: Don’t use TS6C2 Tester.",__label__RetestOffline
"please issue Wafer#10,13,15,17,20,25 retest SBIN2 & SBIN4 to other tester. as per Alan 02/14 ",__label__RetestOffline
"Hi Shift PD team,

Due to site gap issue,
Please retest wafer #01 with other tester or PC
Soft bin list: 1000-1002,1501,2102-2621",__label__RetestOffline
"Please retest wafer #14,20,22,24 and inform CPE HW use other P/C.
softbin list: 1001,1002,1501,2101-2621",__label__RetestOffline
"Please retest wafer #1 and inform CPE HW use other P/C.
softbin list: 1002-1085,2080-6010",__label__RetestOffline
"Please retest wafer #3 and inform CPE HW use other P/C.
softbin list: 1011-1265,1780-2037",__label__RetestOffline
"Retest HBin25,37 on other tester. Thanks
63M2O304.1 #03",__label__RetestOffline
"Please retest Bin5,8 for w#13,22 on other tester and P/C.
Ps: by site Bin8
63M2L714.1",__label__RetestOffline
Please retest Bin22 for w#21~25 on other tester and PC.,__label__RetestOffline
"Please help to retest Bin5,11,12,25,26,37 for w#6,8,9,12,13,15,17 on other tester and P/C.",__label__RetestOffline
Please help to retest Bin39 for w#21 on other tester and P/C,__label__RetestOffline
"Due to LY and site gap issue,
Please retest wafer #02,04,22 with other tester or PC
Soft bin list: 1000-1002,1501,2102-2621",__label__RetestOffline
"Due to site gap issue,
Please retest wafer #12,14 with other tester or PC
Soft bin list: 1000-1002,1501,2102-2621",__label__RetestOffline
please help retest on other tester,__label__RetestOffline
Please help to retest all reject unit again for lot#EAY0611700.,__label__RetestOffline
Please help to retest all reject unit again for lot#EAY0614400.,__label__RetestOffline
"CUST RT: #1,9,13,18-21,23-25 all fail. (Don't use TZP11 or Don't use P/C:QC1032)",__label__RetestOffline
CUST RT #25 all fail at TZP10,__label__RetestOffline
Release good and retest all rejects with new pin handler.,__label__Split
Release good and retest all rejects with new pin handler. ,__label__Split
Release good and retest all rejects with new pin handler.,__label__Split
"#08@please retest all fail dices again , it still has some over kill",__label__RetestOffline
"Wafer#18: BIN000008 >= 1.5% (Result= 3 ) [After PGFH, please send offline retest HBin8,38 on other setup];",__label__Split
"follow SBC after PGFH, please send offline retest HBin8,38 for W#07 on other setup",__label__Split
"After PGFH, please send offline retest HBin8,38 of w#11 on other setup",__label__Split
"After PGFH, please send offline retest HBin8,38 for W#20 on other setup",__label__Split
"Normal Scrap (1) : #4, (YLD < 10%. Scrap) to T1M2Q582.2
Flow (24) : #1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25",__label__Split
"After PGFH, please send offline retest HBin6,8,25,37,38,39 for W#23,24 on other setup",__label__Split
"after PGFH, send offline retest HBin6,8,11,25,37,38,39 of W#16 on other setup",__label__Split
"Dear PSG,

Please retest rejects except bump fail of wafer#08(fail bin : 1010,1260,1262,1263,1265,1301,2005,2006,2007, don't test bump fail) with other HW (tester or probe card) for SBL issue. Thanks.",__label__RetestOffline
"Please retest rejects except bump fail of wafer#3 (fail bin : 2005,2006,1262,1263,2007,1265,2055,1260,2008,1010,1301,7000,8000, don't test bump fail)
with other HW (tester or probe card) for SBL issue. Thanks.",__label__RetestOffline
"Split Normal Scrap (1) : #18, to T1M3B969.3
Retest (3) : #19,20,21, -> Retest B1257,1340,1754,1777,1779,2061,2849",__label__Split
RC again due to low yield,__label__RetestOffline
Please RC again due to low yield.,__label__RetestOffline
( Please call EQ close continue fail ) CUST RT #01 Bin199,__label__RetestOffline
[Please call EQ close continue fail] CUST RT #21 Bin199,__label__RetestOffline
[Please call EQ close continue fail] CUST RT #2 Bin199,__label__RetestOffline
( Please call EQ close continue fail ) CUST RT #14 Bin199,__label__RetestOffline
"( Please call EQ close continue fail ) CUST RT #1,2,4,14,16,18 Bin199",__label__RetestOffline
"[Please call EQ close continue fail] CUST RT #1,3,5,7,15,17,19,21,23,25 Bin199",__label__RetestOffline
"[Please call EQ close continue fail] CUST RT #14,17,21,23 Bin199",__label__RetestOffline
[Please call EQ close continue fail] CUST RT #21 Bin199,__label__RetestOffline
[Please call EQ close continue fail] CUST RT #25 Bin199,__label__RetestOffline
[Please call EQ close continue fail] CUST RT #17 Bin199,__label__RetestOffline
[Please call EQ close continue fail] CUST RT #25 Bin199,__label__RetestOffline
"[Please call EQ close continue fail] CUST RT #8,19 Bin199",__label__RetestOffline
"[Please use TFX25 to test] cust RT use 105c test , which will be carried out by engineering method ,and please call ENG PD #4544 after placing the loader.",__label__RetestOffline
"[Please use TFX25 to test] cust RT use 105c test , which will be carried out by engineering method ,and please call ENG PD #4544 after placing the loader.",__label__RetestOffline
"Skip RC lot, please pass go fail hold then retest bin4,5 to recover rate < 30% -5/27",__label__Split
"Skip RC lot, please pass go fail hold then retest bin4,5 to recover rate < 30% - 5/27",__label__Split
"Skip RC lot, please pass go fail hold then retest bin4,5 to recover rate < 30% - 5/26",__label__Split
"Skip RC lot, please pass go fail hold then retest bin4,5 to recover rate < 30% - as per Will 5/31",__label__Split
"Skip RC lot, please pass go fail hold then retest bin4,5 to recover rate < 30% - 5/28",__label__Split
"Skip RC lot, please pass go fail hold then retest bin4,5 to recover rate < 30% - 5/26",__label__Split
"Skip RC lot, please pass go fail hold then retest bin4,5 to recover rate < 30% - 5/27",__label__Split
"Skip RC lot, please pass go fail hold then retest bin4,5 to recover rate < 30% -5/27",__label__Split
"Please help retest all fail only on request tester as attached mail.
EMS command:
Retest whole wafers #2,4 on different setup (TS6G1).
Hold remaining wafers for further instructions.",__label__RetestOffline
EQC Fail (Marginal) to DM then release(已調帳),__label__Continue
EQC Fail to DM (marginal) then release 已調帳,__label__Continue
Normal Scrap (1) : #9(low yld) to T1M2M777.2 Normal Scrap,__label__Scrap
"Normal Scrap (3) : #7,11,12,(Low YLD) to T1M1S006.2 - Normal Scrap",__label__Scrap
"Normal Scrap (1) : #25,(Low YLD) to T1M25178.2 - Normal Scrap",__label__Scrap
"Normal Scrap (2) : #19,21,(low YLD) to T1M2M751.2 - Normal Scrap",__label__Scrap
"Normal Scrap (1) : #3,(Low YLD) to T1M2N097.2 - Normal Scrap",__label__Scrap
"Normal Scrap (1) : #8, (low YLD) to T1M2O640.2 - Normal Scrap",__label__Scrap
"Normal Scrap (1) : #16, (low YLD) to T1LCM358.4 - Normal Scrap",__label__Scrap
"Normal Scrap (1) : #10, (low YLD) to T1M1P334.3 - Normal Scrap",__label__Scrap
"Normal Scrap (1) : #12,(LOW YLD) to T1M2P429.2 - Normal Scrap",__label__Scrap
"Normal Scrap (1) : #14,(low yld) to T1M2P705.2 - Normal Scrap",__label__Scrap
"Please disable site 3 and do 100% EQC test, the already tested EQC samples need to be EQC tested again.
(請關site 3 做100% EQC, 之前測過EQC的490ea也要丟下去再測一次)",__label__RetestOffline
"Please help release wafer#23~#25 then retest all reject bin (bin5~39) of wafer #22.
Thanks.
63M20086.1_TBNF80.00",__label__Split
Please help release wafer#23~#25 then retest all reject bin (bin5~39) of wafer #22.,__label__Split
Please help release wafer#23~#25 then retest all reject bin (bin5~39) of wafer #22.,__label__Split
"release #1 Retest all rejects for #8, 11 after probe clean",__label__Split
"release #1 Retest all rejects for #8, 11 after probe clean",__label__Split
"release #1 Retest all rejects for #8, 11 after probe clean",__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Release good and retest all rejects,__label__Split
Pls retest Bin8 for wafer#20 and keep hold others,__label__Split
Please help split EQC fail to sublot and mail to K.C send EQC fail to FA.,__label__Split
PASS GO FAIL HOLD FIRST THEN RETEST THIS FAIL BIN22 W#11 ON OTHER SETUP,__label__Split
"PASS GO FAIL HOLD FIRST THEN RETEST THIS FAIL BIN22 of W#13,22,24 ON OTHER SETUP",__label__Split
"Please retest rejects of wafer#24 with other PC or tester
Retest SBin code : 99, 250, 1001-1011,1250-1325,1600-1999,2011-3099,4301-4920,5022-8610",__label__RetestOffline
"Please retest rejects of wafer#14-#25 with other PC or tester
Retest SBin code : 99, 250, 1001-1011,1250-1325,1600-1999,2011-3099,4301-4920,5022-8610",__label__RetestOffline
"Please retest rejects of wafer#16 with other PC or tester
Retest SBin code : 99, 250, 1001-1011,1250-1325,1600-1999,2011-3099,4301-4920,5022-8610",__label__RetestOffline
clean probe and retest #5 release others,__label__Split
clean probe and retest #5 release others,__label__Split
clean probe and retest #5 release others,__label__Split
"release #2,4,10,12 clean probe and retest others",__label__Split
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
"Please change bin2 to DM then release ,",__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change BIN2 to DM then release.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Bin2 change to DM than release,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
Please change HBin2 to DM then release this lot.,__label__Continue
"1. Please call HW change P/C & Run Corr pass , Dont use P/C #1611 .
2. Load Bin2-99 on w#06 with QC1/SPL mode with ""COF"" , and dont turn on reprobe .",__label__RetestOffline
"1. Please call HW change P/C & Run Corr pass , Dont use P/C #1611 .
2. Load Bin2-99 on w#06 with QC1/SPL mode with ""COF"" , and dont turn on reprobe .
(Re-PLS)",__label__RetestOffline
[USE OD MAX : 35]OWNER COMMAND RT#01-06的SBIN1300，並註記保持當前OD MAX : 35測貨。,__label__RetestOffline
[USE OD MAX : 35]OWNER COMMAND RT#07-13的SBIN1300，並註記保持當前OD MAX : 35測貨。,__label__RetestOffline
"Please help to retest Bin39 for w#21 on other tester and P/C, release w#19.",__label__Split
"Please retest Bin5,7,8,10,11,12 for w#3,6 on other tester and release w#10.",__label__Split
"Please retest Bin12 for w#3 on other tester, release w#25.",__label__Split
"Please retest Bin10,22 for w#13 on other tester, release w#21",__label__Split
"Please retest Bin5,37 for w#13 on other tester, release w#6.

　
63M2M805.1 / TBAF64.00",__label__Split
"Please retest Bin10,22 for w#13 on other tester, release w#21",__label__Split
"Please retest Bin5,37 for w#13 on other tester, release w#6.",__label__Split
"Please retest Bin5,7,8,10,11,12 for w#3,6 on other tester and release w#10.",__label__Split
"Please retest Bin5,7,8,10,11,12 for w#3,6 on other tester and release w#10.",__label__Split
"Please retest Bin5,11,16,37 for w#17 on other tester, release w#13.",__label__Split
"Please retest Bin5,8,12,16,22,26,32,39 for w#21,22,23,24,25 on other tester and P/C
Release w#14",__label__Split
"Please release w#7,8,15, retest Bin3 for w#17 on other tester.",__label__Split
"Please retest Bin5,11,16,37 for w#17 on other tester, release w#13.",__label__Split
"Please retest Bin5,11,16,37 for w#17 on other tester, release w#13.",__label__Split
"Please retest Bin39 for w#8 on other tester, release w#10",__label__Split
"Please retest Bin39 for w#8 on other tester, release w#5",__label__Split
"Please retest Bin5,8,12,16,22,26,32,39 for w#21,22,23,24,25 on other tester and P/C
Release w#14",__label__Split
"Please release w#7,8,15, retest Bin3 for w#17 on other tester.",__label__Split
"Please retest Bin5,12,26 for w#12, release other wafer.",__label__Split
"Please retest Bin5,22,26,37 for w#7,12 release other wafer.",__label__Split
"Please retest Bin5,8 for w#10, release other wafer.",__label__Split
"Please retest Bin5,12,26 for w#12, release other wafer.",__label__Split
"Please retest Bin5,22,26,37 for w#7,12 release other wafer.",__label__Split
"Please retest Bin5,22,26,37 for w#7,12 release other wafer.",__label__Split
"Dear Sir:

Please retest W#8.9.13.17.25 Bin13 and release other wafers",__label__Split
Please shift-dut to retest W#11.13.15.23.25 and release other wafers,__label__Split
Please shift-dut to retest W#11.13.15.23.25 and release other wafers,__label__Split
Please shift-dut to retest W#4.8.12 and release other wafers,__label__Split
"1.Please load BIN250,251 to test #15 in SPL-QC5 mode with reprobing. 
2.If there is any EQC fail in result , please call PD comment QC3 by ERF on line",__label__RetestOffline
"1)Pls release #18 and proceed as usual. 
2)For #20, pls help to retest HBin12 on other tester",__label__Split
"Pls release #18 and proceed as usual. 
For #20, pls help to retest HBin12 on other tester",__label__Split
"Split #8 to hold
Hold 11M55199.1(拆批完成請RT)",__label__Split
"Please use another loadboard to retest the rejects for below lots. (Don’t use LB: #L312-2UF03 for RT)
63M2M860.2",__label__RetestOffline
"Please use another loadboard to retest the rejects for below lots. (Don’t use LB: #L312-2UF03 for RT)
63M2M861.2",__label__RetestOffline
"Please use another loadboard to retest the rejects for below lots. (Don’t use LB: #L312-2UF03 for RT)
63M2M914.2",__label__RetestOffline
"Flow (20) : #1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,21,22,23,24,25
Retest (5) : #16,17,18,19,20,(fail bin retest(SB4182) using other equipment.) ",__label__Split
RC again on other tester,__label__RetestOffline
Please RC again on other tester.,__label__RetestOffline
"已經在329HD 但尚未收到ERF,
收到ERF單之後, 請判重測
Please retest wafer #01 and inform CPE HW clean P/C.
softbin list: 1007,1260,1261,1262,1280,3000,6000,6101
63M2B829.1",__label__RetestOffline
#13@please only retest SBin3001 and help to note 重測前請call PD 2505,__label__RetestOffline
"Hold wafer 7 on EMS, others release.
63M2L558.1_TBFY24.00

EMS Remark: Done retest wafer 7 on other setup, no recovery",__label__Split
"Please use tester TZF45 cust RT w#19,22,23,25 all Bin15 fails.",__label__RetestOffline
rls,__label__Continue
rls,__label__Continue
rls,__label__Continue
rls,__label__Continue
rls,__label__Continue
RLS,__label__Continue
#2-25 to T1M2C512.2 rls,__label__Continue
"#1-13,15-25 to T1M2C761.2 rls",__label__Continue
RLS,__label__Continue
RLS,__label__Continue
RLS,__label__Continue
RLS,__label__Continue
RLS,__label__Continue
RLS,__label__Continue
RLS,__label__Continue
RLS,__label__Continue
rls~EMS~,__label__Continue
rls~EMS~,__label__Continue
COMMENT rls~EMS~,__label__Continue
rls~EMS~,__label__Continue
rls~EMS~,__label__Continue
Proceed lot/wafer to the next operation and yield down rejects ,__label__Continue
"Pls release other wafers, Hold W#2 to EMS customer request. FUH released. Thanks.",__label__Split
"Pls release other wafers, Hold W#2 to EMS customer request. FUH released. Thanks.
TBFY96.00 - 63M2M159.1",__label__Split
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Follow instruction: Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Proceed good units to next operation and yield down rejects ,__label__Continue
Follow instruction: Proceed good units to next operation and yield down rejects,__label__Continue
"Please retest rejects of wafer#10 with other HW (tester or probe card) for single wafer SB10XX >0.73% fail issue. Thanks.
Retest SBin code :1001-1013,1250-1786,1884,2036-2037,2043",__label__RetestOffline
"Please retest rejects of wafer#14#15#21#22#24#25 with other HW (tester or probe card) for single wafer SB47XX >0.5% fail issue. Thanks.
Retest SBin code : 1001-1007,1250-1280,2050,2081-2091,3083-3098,4600,4628-4646,4666,4771,5023-5027,5280,5281,6045,7001,",__label__RetestOffline
"(HS) FDCHK Retest W#14,18,22,23,24,25 Bin2002,ALL",__label__RetestOffline
"Please hold w#3,5,8,9,11 to EMS.
Hold w#4 for ink-off die then retest.",__label__Split
"W#7,8,10,18, to T1M2N906.4 to to wait SBL 
; Split W#12,14, to T1M2N906.5 to RT BIN all fail ; ",__label__Split
"Flow (16) : #9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25
Retest (3) : #6,7,8,(All fail bin retest using other equipment.) ",__label__Split
"CUST: RT#25 all reject bins (except for bin10). (請勿在 TC622 RT & P/C 勿使用AT2785, AT2789, AT2939, or AT2617)",__label__RetestOffline
"Please retest rejects of wafer#01#03 with other HW (tester or probe card) for single wafer L/Y < 90%. Thanks.
Retest SBin code : 1001-1102,1106-1107,2000-2004,2005-2007,2021-2027,3001",__label__RetestOffline
"Please retest rejects of wafer#23 with other HW (tester or probe card) for single wafer L/Y < 83%. Thanks.
Retest SBin code :1003,2139-2262,2268-2349,2359,8850,9000",__label__RetestOffline
"Please retest rejects of wafer#04,#10 with other HW (tester or probe card) for single wafer Site Gap >4% issue. Thanks.
Retest SBin code : 2-13,34,39-41,45,185-187,200-202,230,243",__label__RetestOffline
"Please retest rejects of wafer#5#6 with other HW (tester or probe card) for single wafer Site Gap >6% issue. Thanks.
Retest SBin code :1072-1073,1081-1286,1292-1299,1301,2330-4000,4020,4030,4060,4104-4510,4613,4910,6546-6576,7213,7853,7888,7927",__label__RetestOffline
重收重下 ink release ,__label__Continue
"(1) Load Bin250+251 for W#02,QC5 mode,open reprobe
(2) If finish has fail,open COF before QC5-CPQ3",__label__RetestOffline
[Do not use PC#803] CPQ4 with COF again,__label__RetestOffline
"Please hold w#9,12 to EMS, release w#17.
NOTE: retest reject units on other tester and P/C.

63M2O497.1 / TBKA17.00
Hold Wafer ID : 9,12,17",__label__Split
"Please hold w#9,12 to EMS, release w#17.
NOTE: retest reject units on other tester and P/C.

63M2O497.1 / TBKA17.00
Hold Wafer ID : 9,12,17",__label__Split
"split #1 to hold(Hold to CUST, hold code E2)
Hold 11M2C307.1(Hold to CUST, hold code A1)",__label__Split
"Split #2 to hold(Hold to CUST, Hold code E2)
Hold 11M2C783.1 (Hold to CUST, hold code A1)",__label__Split
"split #1 to hold (Hold to CUST, hold code E2)
Hold 11M2C785.1 ( Hold to CUST, hold code A1)",__label__Split
"split #1 to hold(Hold to CUST, hold code E2)
Hold .1(Hold to CUST, hold code A1)",__label__Split
RC,__label__RetestOffline
RC,__label__RetestOffline
"Please RC on TZ689 ,thanks",__label__RetestOffline
R05 Release (EQC fail – HBin12(SBin1274)*1ea 請在QC站判Damage下線),__label__Continue
"Please help to change tester and retest all rejects for w#17~19,22 Testing issue ",__label__RetestOffline
Normal relase all wafers ,__label__Continue
Normal relase all wafers ,__label__Continue
"Please retest Bin12 for w#3 on other tester, release w#25.

63M2M584.1 / TBHX55.TK
Hold Wafer ID : 3,25",__label__Split
"Please retest Bin5,8,12,16,22,26,32,39 for w#21,22,23,24,25 on other tester and P/C
Release w#14

63M2O887.1 / TBHY17.00
Hold Wafer ID : 14,21,22,23,24,25",__label__Split
"Please retest Bin22 for w#10 on other tester, release w#17.

63M2P392.1 / TBMH71.TK
Hold Wafer ID : 10,17",__label__Split
"Please retest Bin5,8 for w#10, release other wafer.

63M2L989.1_TBBY57.00
Hold Wafer ID : 3,4,10",__label__Split
"Please retest Bin5,12,26 for w#12, release other wafer.

TBHY82.00_63M2M679.1
Hold Wafer ID : 1,2,4,12",__label__Split
"Please change BIN2 to damage then release this lot ,thanks",__label__Continue
"Please change BIN2 to damage then release this lot ,thanks",__label__Continue
"Please change BIN2 to damage then release this lot ,thanks",__label__Continue
"Please change BIN2 to damage then release this lot ,thanks",__label__Continue
Please change BIN2 to damage then release this lot,__label__Continue
"Hi PDS,

The real yield meets all criteria, please release this lot.",__label__Continue
"Hi PDS,

The real yield meets all criteria, please release this lot.",__label__Continue
"Hi PDS,

The real yield meets all criteria, please release this lot.",__label__Continue
"w#14,15,16,17,18,20,24 do CPQ3, open COF , call EN-PD #321-4544 load pgm before test, TP 1.02.19.00 SPL mode ",__label__RetestOffline
"Don't use P/C #1622 ,load #7 Bin2-42,44-99 ,Before test call ENG PD(#4544) catch data with COF",__label__RetestOffline
"W#14,18,20, to T1M2R241.1 to Continue(Release) 
; Split W#15,16,17,19,21,22,23,24,25, to T1M2R241.2 to RT BIN All fail bin (retest using other equipment). ; ",__label__Split
"W#15,16,17,18,19,20,21,22,23,24,25, to T1M25454.1 to Continue(Release) 
; Split W#13,14, to T1M25454.2 to RT BIN All fail bin (retest using other equipment) ; ",__label__Split
release(ignore RCS fail),__label__Continue
Release and Ignore RCS fail,__label__Continue
release(ignore RCS fail),__label__Continue
Release and Ignore RCS fail,__label__Continue
release(ignore RCS fail),__label__Continue
release(ignore RCS fail),__label__Continue
RELEASE(重工批),__label__Continue
Release (後續會除帳當corr),__label__Continue
Release (後續會除帳當corr),__label__Continue
重收批Release(#19),__label__Continue
"重收批CP1 Release(#11-18,21)",__label__Continue
重收批CP1 Release(#1-10),__label__Continue
"重收批CP1 Release(#6,11-19)",__label__Continue
Please release and ship to PNG assy.,__label__Continue
Please release and ship to PNG assy.,__label__Continue
Please release and ship to PNG assy.,__label__Continue
Please release and ship to PNG assy.,__label__Continue
"Please release wafer #10,12 and ship to PNG assembly site.",__label__Continue
Please release wafer #14 and ship to PNG assembly site.,__label__Continue
"1.Prober map load W#6,7,8 , ""SPL-QC5""mode, Bin250+Bin251, open reprobe. 
2.Only CPQ1 and CPQ2, No need to do CPQ3. ",__label__RetestOffline
"Please combine all fail to BIN1 then release these lot , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lot , thanks!!",__label__Continue
"please combine all fail to BIN1 the release , thanks!!",__label__Continue
"please combine all fail to BIN1 the release , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lot , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lot , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lot , thanks!!",__label__Continue
"please combine all fail to BIN1 the release , thanks!!",__label__Continue
"please combine all fail to BIN1 the release , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lot , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lot , thanks!!",__label__Continue
"please combine all fail to BIN1 the release , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lots , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lots , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lots , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lots , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lots , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lots , thanks!!",__label__Continue
"Please combine all fail to BIN1 then release these lots , thanks!!",__label__Continue
"W#1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25, to T1M2M848.1-DNP164 to Continue(Release)",__label__Continue
"W#1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25, to T1M2N213.1 to Continue(Release)",__label__Continue
"W#1,2,3,4,5,6,9,10, to T1M2O145.1 to Continue(Release) ",__label__Continue
"W#11,12,13,19,20,21,22,23,24,25, to T1M25221.1 to Continue(Release) ",__label__Continue
"W#11,12,13,14,15,16,17,18,19,20,21,22,24, to T1M25215.1 to Continue(Release) ",__label__Continue
"W#1,2,3,4,5,6,7,8,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25, to T1M1N294.1 to Continue(Release) ",__label__Continue
"W#1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25, to T1M2N697.1 to Continue(Release) ",__label__Continue
"W#1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25, to T1M2N866.1 to Continue(Release)",__label__Continue
"W#1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24, to T1M2O544.1 to Continue(Release)",__label__Continue
"W#1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25, to T1M2O059.1-DNQ628 to Continue(Release)",__label__Continue
"W#1,2,3,4,5,6,7,8,9,10,12,13, to T1M2M897.1 to Continue(Release)",__label__Continue
"W#1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25, to T1M2O579.1 to Continue(Release)",__label__Continue
"W#1,2,4,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25, to T1M2P940.1 to Continue(Release)",__label__Continue
"W#1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25, to T1M2P705.1 to Continue(Release)",__label__Continue
"W#16,19,21,22,23,24,25, to T1M25288.1 to Continue(Release)",__label__Continue
"W#15,20, to T1M25288.2 to Continue(Release)",__label__Continue
"W#11, to T1M2N552.1 to Continue(Release)",__label__Continue
"W#16,17,18,19,20,25, to T1M2O314.1 to Continue(Release)",__label__Continue
"W#1,2,3,4,5,6,7,8,10, to T1M2O314.2 to Continue(Release)",__label__Continue
"W#11,12, to T1M2O158.1 to Continue(Release)",__label__Continue
"W#1,2,4,5,6,7,8,9,10, to T1M2O158.2 to Continue(Release)",__label__Continue
"W#3, to T1M2O158.3 to Continue(Release)",__label__Continue
"W#1,2,3,4,5,6,7,8,9,10,13,14,15, to T1M2O292.1 to Continue(Release)",__label__Continue
"W#11, to T1M2O292.2 to Continue(Release)",__label__Continue
"W#1,2,3,4,5,7,8,9,10, to T1M2O564.1 to Continue(Release)",__label__Continue
"W#6,11,12, to T1M2O564.2 to Continue(Release)",__label__Continue
"W#18,20,21,23,25, to T1M25084.1 to Continue(Release)",__label__Continue
"W#14, to T1M25084.2 to Continue(Release)",__label__Continue
"W#16,17,19,22,24, to T1M25084.3 to Continue(Release)",__label__Continue
